country,leader,alliance,army_size,navy,equipment,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,airforce,region,territory,pageUrl,manpower,uranium,oil_reserves,reactor
Maskettia,qqqqq,http://blocgame.com/alliancestats.php?allianceid=1599,354k active personnel,27 ships,Persian Gulf War surplus,16 factories,Poor,online now,rankings.php?subregion=ara,Wreckage brothers,$5656 million,alliancestats.php?allianceid=1599,Arabia,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,58887 km 2,http://blocgame.com/stats.php?id=52872,Untapped,,2043 Mbbl,
Ralpenio,Ghjhdd,http://blocgame.com/alliancestats.php?allianceid=1595,65k active personnel,12 ships,Vietnam War surplus,3 factories,Elite,last online 5 hours ago,rankings.php?subregion=pac,The High Council,$5602 million,alliancestats.php?allianceid=1595,Pacific Rim,Large,http://blocgame.com/rankings.php?subregion=pac,9775 km 2,http://blocgame.com/stats.php?id=53369,Near Depletion,,3 Mbbl,
Jakobstan,Jakublius Enklius,http://blocgame.com/alliancestats.php?allianceid=1595,125k active personnel,2 ships,Korean War surplus,5 factories,Elite,last online 2 hours ago,rankings.php?subregion=congo,The High Council,$5522 million,alliancestats.php?allianceid=1595,Congo,Large,http://blocgame.com/rankings.php?subregion=congo,47303 km 2,http://blocgame.com/stats.php?id=59396,Untapped,,586 Mbbl,
Junoma,VicReyes,http://blocgame.com/alliancestats.php?allianceid=1568,51k active personnel,8 ships,Korean War surplus,3 factories,Elite,last online 1 hours ago,rankings.php?subregion=con,Brotherhood of Zion,$5556 million,alliancestats.php?allianceid=1568,Southern Cone,Large,http://blocgame.com/rankings.php?subregion=con,33426 km 2,http://blocgame.com/stats.php?id=40349,Untapped,,530 Mbbl,
The Joose,BomberJack,http://blocgame.com/alliancestats.php?allianceid=1644,2k active personnel,23 ships,Almost Modern,3 factories,Standard,last online 56 hours ago,rankings.php?subregion=mes,Inter/pol/,$5465 million,alliancestats.php?allianceid=1644,Mesopotamia,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,5708 km 2,http://blocgame.com/stats.php?id=48611,Untapped,,3452 Mbbl,
The Wired,LAIN,http://blocgame.com/alliancestats.php?allianceid=1599,319k active personnel,20 ships,Persian Gulf War surplus,14 factories,Standard,last online 40 hours ago,rankings.php?subregion=ara,Wreckage brothers,$5431 million,alliancestats.php?allianceid=1599,Arabia,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,61784 km 2,http://blocgame.com/stats.php?id=53298,Untapped,,367 Mbbl,5%
Latveria,Doom,http://blocgame.com/alliancestats.php?allianceid=1595,56k active personnel,5 ships,Korean War surplus,5 factories,Elite,last online 13 hours ago,rankings.php?subregion=mes,The High Council,$5479 million,alliancestats.php?allianceid=1595,Mesopotamia,Large,http://blocgame.com/rankings.php?subregion=mes,28122 km 2,http://blocgame.com/stats.php?id=57009,Untapped,,3206 Mbbl,
Pegasus,hoy18883,http://blocgame.com/alliancestats.php?allianceid=1599,48k active personnel,6 ships,Korean War surplus,2 factories,Good,last online 15 hours ago,rankings.php?subregion=ara,Wreckage brothers,$5459 million,alliancestats.php?allianceid=1599,Arabia,Large,http://blocgame.com/rankings.php?subregion=ara,7317 km 2,http://blocgame.com/stats.php?id=57829,Untapped,,6116 Mbbl,
The Silver Hand,Morladim,http://blocgame.com/alliancestats.php?allianceid=1595,115k active personnel,7 ships,Korean War surplus,9 factories,Good,last online 19 hours ago,rankings.php?subregion=pac,The High Council,$5454 million,alliancestats.php?allianceid=1595,Pacific Rim,Large,http://blocgame.com/rankings.php?subregion=pac,44319 km 2,http://blocgame.com/stats.php?id=56161,Near Depletion,,,
Gillen,Gillen,http://blocgame.com/alliancestats.php?allianceid=1580,108k active personnel,0 ships,Second World War surplus,4 factories,Standard,online now,rankings.php?subregion=ara,Brotherhood of Nod,$5369 million,alliancestats.php?allianceid=1580,Arabia,Large,http://blocgame.com/rankings.php?subregion=ara,17027 km 2,http://blocgame.com/stats.php?id=54335,Untapped,,2110 Mbbl,
Treehouse,Number One,http://blocgame.com/alliancestats.php?allianceid=1595,139k active personnel,3 ships,Korean War surplus,5 factories,Good,last online 26 hours ago,rankings.php?subregion=sea,The High Council,$5394 million,alliancestats.php?allianceid=1595,Indochina,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,16172 km 2,http://blocgame.com/stats.php?id=58889,Untapped,,,
Tr�pico,rumsod,http://blocgame.com/alliancestats.php?allianceid=1386,76k active personnel,4 ships,Korean War surplus,3 factories,Elite,last online 10 hours ago,rankings.php?subregion=car,Che Guevara League,$5076 million,alliancestats.php?allianceid=1386,Caribbean,Large,http://blocgame.com/rankings.php?subregion=car,3864 km 2,http://blocgame.com/stats.php?id=1,Near Depletion,,,
Bermuda,London J. Collins,http://blocgame.com/alliancestats.php?allianceid=1393,134k active personnel,5 ships,Vietnam War surplus,4 factories,Good,last online 5 hours ago,rankings.php?subregion=car,BAMF,$5281 million,alliancestats.php?allianceid=1393,Caribbean,Very Powerful,http://blocgame.com/rankings.php?subregion=car,65462 km 2,http://blocgame.com/stats.php?id=58252,Plentiful,,,
Lyon,Corpsegrinder,http://blocgame.com/alliancestats.php?allianceid=1568,83k active personnel,0 ships,Second World War surplus,2 factories,Elite,last online 64 hours ago,rankings.php?subregion=gra,Brotherhood of Zion,$5271 million,alliancestats.php?allianceid=1568,Gran Colombia,Small,http://blocgame.com/rankings.php?subregion=gra,18884 km 2,http://blocgame.com/stats.php?id=57382,Untapped,,,
Hardian,Al-Kor,http://blocgame.com/alliancestats.php?allianceid=1580,5k active personnel,14 ships,Korean War surplus,4 factories,Elite,last online 122 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,$5241 million,alliancestats.php?allianceid=1580,Mesopotamia,Large,http://blocgame.com/rankings.php?subregion=mes,15833 km 2,http://blocgame.com/stats.php?id=55913,Near Depletion,,4360 Mbbl,
Alamo,linksith,http://blocgame.com/alliancestats.php?allianceid=1595,137k active personnel,5 ships,Vietnam War surplus,6 factories,Good,last online 127 hours ago,rankings.php?subregion=mes,The High Council,$5256 million,alliancestats.php?allianceid=1595,Mesopotamia,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,22252 km 2,http://blocgame.com/stats.php?id=40536,Untapped,,,
Ishtar,Magnus Magnus,http://blocgame.com/alliancestats.php?allianceid=1580,109k active personnel,23 ships,Almost Modern,6 factories,Elite,last online 10 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,$5218 million,alliancestats.php?allianceid=1580,Mesopotamia,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,22185 km 2,http://blocgame.com/stats.php?id=55882,Untapped,,4655 Mbbl,
Desert Fox,schmitzz,http://blocgame.com/alliancestats.php?allianceid=1644,225k active personnel,12 ships,Almost Modern,10 factories,Good,online now,rankings.php?subregion=ara,Inter/pol/,$5200 million,alliancestats.php?allianceid=1644,Arabia,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,53143 km 2,http://blocgame.com/stats.php?id=56662,Plentiful,,4933 Mbbl,
Banglakok,Maotin,http://blocgame.com/alliancestats.php?allianceid=1393,40k active personnel,0 ships,Second World War surplus,3 factories,Elite,last online 2 hours ago,rankings.php?subregion=ara,BAMF,$5179 million,alliancestats.php?allianceid=1393,Arabia,Mediocre,http://blocgame.com/rankings.php?subregion=ara,18424 km 2,http://blocgame.com/stats.php?id=58044,,,10476 Mbbl,
Scrubistan,Fernando_Shiros,http://blocgame.com/alliancestats.php?allianceid=1580,173k active personnel,15 ships,Korean War surplus,6 factories,Elite,last online 7 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$5156 million,alliancestats.php?allianceid=1580,Persia,Very Powerful,http://blocgame.com/rankings.php?subregion=per,38467 km 2,http://blocgame.com/stats.php?id=59122,Untapped,,,
Clownaland,Clowny,http://blocgame.com/alliancestats.php?allianceid=1568,128k active personnel,2 ships,Almost Modern,7 factories,Poor,last online 45 hours ago,rankings.php?subregion=congo,Brotherhood of Zion,$5068 million,alliancestats.php?allianceid=1568,Congo,Very Powerful,http://blocgame.com/rankings.php?subregion=congo,67211 km 2,http://blocgame.com/stats.php?id=46942,Untapped,,,
Krymskii,comradekowalski,http://blocgame.com/alliancestats.php?allianceid=1644,238k active personnel,31 ships,Persian Gulf War surplus,9 factories,Good,last online 1 hours ago,rankings.php?subregion=atl,Inter/pol/,$5077 million,alliancestats.php?allianceid=1644,Atlas,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,40853 km 2,http://blocgame.com/stats.php?id=54142,Untapped,,,
Savarnia,Kxxvc,http://blocgame.com/alliancestats.php?allianceid=1644,199k active personnel,20 ships,Persian Gulf War surplus,12 factories,Good,last online 2 hours ago,rankings.php?subregion=pac,Inter/pol/,$5036 million,alliancestats.php?allianceid=1644,Pacific Rim,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,72424 km 2,http://blocgame.com/stats.php?id=57059,Plentiful,,,
Umbrella corp,Miss. Parks,http://blocgame.com/alliancestats.php?allianceid=1595,86k active personnel,15 ships,Almost Modern,5 factories,Elite,last online 4 hours ago,rankings.php?subregion=chi,The High Council,$5061 million,alliancestats.php?allianceid=1595,China,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,33586 km 2,http://blocgame.com/stats.php?id=54467,Untapped,,,
The,metalmallowz,http://blocgame.com/alliancestats.php?allianceid=1382,242k active personnel,25 ships,Almost Modern,9 factories,Elite,online now,rankings.php?subregion=per,Non-Aligned Movement,$5003 million,alliancestats.php?allianceid=1382,Persia,Very Powerful,http://blocgame.com/rankings.php?subregion=per,70433 km 2,http://blocgame.com/stats.php?id=58004,Untapped,,1502 Mbbl,
Yummy Foods,iiruka,http://blocgame.com/alliancestats.php?allianceid=1382,238k active personnel,51 ships,Persian Gulf War surplus,16 factories,Elite,last online 1 hours ago,rankings.php?subregion=pac,Non-Aligned Movement,$4954 million,alliancestats.php?allianceid=1382,Pacific Rim,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,109524 km 2,http://blocgame.com/stats.php?id=54376,Untapped,,3395 Mbbl,
Taggart,Dagny,http://blocgame.com/alliancestats.php?allianceid=1401,100k active personnel,4 ships,Vietnam War surplus,3 factories,Good,last online 7 hours ago,rankings.php?subregion=gui,The Federal Colonies,$4941 million,alliancestats.php?allianceid=1401,Guinea,Somewhat Large,http://blocgame.com/rankings.php?subregion=gui,49433 km 2,http://blocgame.com/stats.php?id=59387,Plentiful,,1083 Mbbl,
Redosia,Comrade-General Mbeke,http://blocgame.com/alliancestats.php?allianceid=1580,9k active personnel,6 ships,Vietnam War surplus,3 factories,Elite,last online 13 hours ago,rankings.php?subregion=eaf,Brotherhood of Nod,$5004 million,alliancestats.php?allianceid=1580,East Africa,Very Powerful,http://blocgame.com/rankings.php?subregion=eaf,15208 km 2,http://blocgame.com/stats.php?id=58872,Untapped,,,
Reim,Azrael,http://blocgame.com/alliancestats.php?allianceid=1595,60k active personnel,7 ships,Vietnam War surplus,5 factories,Elite,last online 2 hours ago,rankings.php?subregion=pac,The High Council,$4883 million,alliancestats.php?allianceid=1595,Pacific Rim,Somewhat Large,http://blocgame.com/rankings.php?subregion=pac,39793 km 2,http://blocgame.com/stats.php?id=41073,Untapped,,163 Mbbl,
Zion,Zionist,http://blocgame.com/alliancestats.php?allianceid=1393,127k active personnel,8 ships,Vietnam War surplus,5 factories,Elite,online now,rankings.php?subregion=mes,BAMF,$5754 million,alliancestats.php?allianceid=1393,Mesopotamia,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,57473 km 2,http://blocgame.com/stats.php?id=41496,Near Depletion,,,
Tendo,Takehiro,http://blocgame.com/alliancestats.php?allianceid=1382,47k active personnel,3 ships,Second World War surplus,4 factories,Elite,last online 8 hours ago,rankings.php?subregion=sea,Non-Aligned Movement,$4903 million,alliancestats.php?allianceid=1382,Indochina,Powerful,http://blocgame.com/rankings.php?subregion=sea,19901 km 2,http://blocgame.com/stats.php?id=58802,,,70 Mbbl,
Frostyputania,Frostyputa,http://blocgame.com/alliancestats.php?allianceid=1393,140k active personnel,9 ships,Almost Modern,3 factories,Elite,last online 43 hours ago,rankings.php?subregion=gra,BAMF,$4835 million,alliancestats.php?allianceid=1393,Gran Colombia,Very Powerful,http://blocgame.com/rankings.php?subregion=gra,38560 km 2,http://blocgame.com/stats.php?id=42065,Untapped,2 Tons,,
Bruce Man,Bat Wayn,http://blocgame.com/alliancestats.php?allianceid=1393,135k active personnel,6 ships,Vietnam War surplus,8 factories,Good,last online 2 hours ago,rankings.php?subregion=ara,BAMF,$4802 million,alliancestats.php?allianceid=1393,Arabia,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,42976 km 2,http://blocgame.com/stats.php?id=59564,Untapped,,4474 Mbbl,
Idiocracy,Chillintelligence,http://blocgame.com/alliancestats.php?allianceid=1644,255k active personnel,20 ships,Advanced,12 factories,Elite,last online 1 hours ago,rankings.php?subregion=mes,Inter/pol/,$4473 million,alliancestats.php?allianceid=1644,Mesopotamia,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,119126 km 2,http://blocgame.com/stats.php?id=49383,Untapped,,,
Bluedenstone,Patelman,http://blocgame.com/alliancestats.php?allianceid=1580,246k active personnel,14 ships,Second World War surplus,7 factories,Standard,last online 117 hours ago,rankings.php?subregion=car,Brotherhood of Nod,$4608 million,alliancestats.php?allianceid=1580,Caribbean,Very Powerful,http://blocgame.com/rankings.php?subregion=car,37788 km 2,http://blocgame.com/stats.php?id=58045,,,,
Lusitan,Lusitan,http://blocgame.com/alliancestats.php?allianceid=1580,63k active personnel,0 ships,Second World War surplus,4 factories,Elite,last online 1 hours ago,rankings.php?subregion=chi,Brotherhood of Nod,$4740 million,alliancestats.php?allianceid=1580,China,Mediocre,http://blocgame.com/rankings.php?subregion=chi,45962 km 2,http://blocgame.com/stats.php?id=58894,Untapped,,,5%
kabdy,NitroBAY,http://blocgame.com/alliancestats.php?allianceid=1595,211k active personnel,19 ships,Korean War surplus,6 factories,Undisciplined Rabble,last online 10 hours ago,rankings.php?subregion=ama,The High Council,$4687 million,alliancestats.php?allianceid=1595,Amazonia,Very Powerful,http://blocgame.com/rankings.php?subregion=ama,36791 km 2,http://blocgame.com/stats.php?id=58731,Untapped,,,
Haramia,HARAMNOTHALAL,,9k active personnel,3 ships,Almost Modern,3 factories,Undisciplined Rabble,last online 6 hours ago,rankings.php?subregion=ara,,$3961 million,,Arabia,None,http://blocgame.com/rankings.php?subregion=ara,695 km 2,http://blocgame.com/stats.php?id=52802,Untapped,,,
Upper Laos,BroskiMcBroham,http://blocgame.com/alliancestats.php?allianceid=1682,140k active personnel,24 ships,Almost Modern,5 factories,Good,online now,rankings.php?subregion=sea,S.T.A.L.K.E.R.,$4671 million,alliancestats.php?allianceid=1682,Indochina,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,25139 km 2,http://blocgame.com/stats.php?id=55575,Untapped,,,
Kuviere,Jaywynne,http://blocgame.com/alliancestats.php?allianceid=1595,80k active personnel,0 ships,Second World War surplus,7 factories,Good,last online 15 hours ago,rankings.php?subregion=atl,The High Council,$4723 million,alliancestats.php?allianceid=1595,Atlas,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,25088 km 2,http://blocgame.com/stats.php?id=58755,Untapped,,,
Cena Nation WWE,John Cena of WWE,http://blocgame.com/alliancestats.php?allianceid=1644,177k active personnel,20 ships,Almost Modern,6 factories,Good,last online 19 hours ago,rankings.php?subregion=egy,Inter/pol/,$4579 million,alliancestats.php?allianceid=1644,Egypt,Powerful,http://blocgame.com/rankings.php?subregion=egy,39085 km 2,http://blocgame.com/stats.php?id=55959,Untapped,,131 Mbbl,
The Dome,Hardlined,http://blocgame.com/alliancestats.php?allianceid=1393,178k active personnel,9 ships,Almost Modern,6 factories,Good,last online 8 hours ago,rankings.php?subregion=chi,BAMF,$4564 million,alliancestats.php?allianceid=1393,China,Powerful,http://blocgame.com/rankings.php?subregion=chi,27650 km 2,http://blocgame.com/stats.php?id=56795,Untapped,,,5%
Gīlān,Kuchik Gul,http://blocgame.com/alliancestats.php?allianceid=1704,36k active personnel,3 ships,Korean War surplus,3 factories,Elite,last online 9 hours ago,rankings.php?subregion=per,Kekolutionaries,$4693 million,alliancestats.php?allianceid=1704,Persia,Mediocre,http://blocgame.com/rankings.php?subregion=per,4780 km 2,http://blocgame.com/stats.php?id=54430,,,,
